artist,album_title,year,track_count,art_url
The Walkmen,Everyone Who Pretended to Like Me Is Gone,2002,13,https://coverartarchive.org/release/5d1040c1-9f46-4f57-b872-dc65d088c255/front-250
Heist,Friday Night At The Trabi Races,2001,15,https://coverartarchive.org/release/7cf0e4f1-2d32-45e7-b687-68f64430975a/front-250
Nitin Sawhney,Philtre,2005,17,https://coverartarchive.org/release/268ef337-3eba-489d-a9f3-5f47eb10a601/front-250
Motion Trio,Pictures from the Street,2005,10,https://coverartarchive.org/release/1220ade0-6227-4e87-847f-9063703e1fbc/front-250
Sahara Hotnights,Jennie Bomb,2001,13,https://coverartarchive.org/release/9327ee19-a5bf-4582-a723-118dbdd5db1a/front-250
S.P.O.C.K,2001: A S.P.O.C.K Odyssey,2001,13,https://coverartarchive.org/release/8c66cbce-6839-4c52-b053-fb69c9175880/front-250
Mando Diao,Bring ’em In,2002,12,https://coverartarchive.org/release/7ed1b75f-a452-4358-a8b1-84379f92754c/front-250
Röyksopp,Melody A.M.,2001,10,https://coverartarchive.org/release/ac1afa8d-1a86-4435-9714-0a5e808e4c83/front-250
Nitin Sawhney,Human,2003,13,https://coverartarchive.org/release/bead97cb-137a-47cb-bcb5-09f5fe28b841/front-250
Paola,Stockcity Girl,2002,13,https://coverartarchive.org/release/d0135346-8f42-49d8-8a70-7b5e3c3d5667/front-250
Saliva,Survival of the Sickest,2004,14,https://coverartarchive.org/release/e33ceed4-0b76-4e3b-ab8c-c082584ad236/front-250
Smart Brown Handbag,Little Things Are Everything,2000,10,https://coverartarchive.org/release/bbe2aba1-a083-407d-804f-5c74ce991ddb/front-250
Fantômas,The Director’s Cut,2001,16,https://coverartarchive.org/release/c98343c9-a728-4d7e-834b-fa64769a56b6/front-250
The Delgados,Domestiques,2003,19,https://coverartarchive.org/release/07d48799-0a32-4718-adc2-4e3f4778f716/front-250
Anita Baker,My Everything,2004,10,https://coverartarchive.org/release/03f2ef5c-0e5a-4cbc-897f-77ad84428d44/front-250
Explosions in the Sky,The Earth Is Not a Cold Dead Place,2003,5,https://coverartarchive.org/release/57b15b44-0d31-40bd-9abc-aa13b1ddb307/front-250
Matthew Sweet,Living Things,2004,11,https://coverartarchive.org/release/d79325fc-a2f0-4688-9cdd-09442daf6973/front-250
:wumpscut:,Music for a Slaughtering Tribe II,2000,22,https://coverartarchive.org/release/4e05f609-de87-36da-98ec-c4b3025ae4b7/front-250
Severed Heads,Since the Accident,2003,17,https://coverartarchive.org/release/e6c6bf9f-b056-46fe-a714-8b99bf4e04b1/front-250
Severed Heads,Blubberknife,2002,17,https://coverartarchive.org/release/ed055d34-989e-4a53-ab41-3a84839b68d8/front-250
Monsoon,Speak,2004,12,https://coverartarchive.org/release/a38e52b4-f763-4736-969d-86c735f05785/front-250
Roy Harper,The Green Man,2000,11,https://coverartarchive.org/release/bb8da843-3db5-424c-a9c4-7965842eb045/front-250
Tom Waits,Blood Money,2002,13,https://coverartarchive.org/release/0001853e-ccc7-4555-9eb2-03cb8ce4a7b2/front-250
Christine McVie,In the Meantime,2004,12,https://coverartarchive.org/release/128ea9e7-1a45-423d-92d0-358ab63858e2/front-250
El Fish,Wisteria,2000,16,https://coverartarchive.org/release/4e4f4f9f-aa98-4839-b47e-a253f1765490/front-250
The Black Keys,Rubber Factory,2004,13,https://coverartarchive.org/release/d8318a0e-474a-4ab3-9303-cde152591b83/front-250
Ensiferum,Iron,2004,10,https://coverartarchive.org/release/7c0561d3-5460-4b8d-8ff2-3076172c5d49/front-250
Teenage Fanclub,A Catholic Education,2002,11,https://coverartarchive.org/release/af3520c1-bdd1-3238-b0d9-eb3c636d5dac/front-250
Lambchop,Nixon,2000,10,https://coverartarchive.org/release/058e013c-9cee-4e2d-a3a7-2c643b0aef37/front-250
Afro Celt Sound System,Seed,2003,10,https://coverartarchive.org/release/1b80356c-9bd6-3263-af6b-4d991e3964d2/front-250
Lambchop,Is a Woman,2002,11,https://coverartarchive.org/release/677513fc-12fd-4957-b1f6-551b16e92742/front-250
Oasis,Standing on the Shoulder of Giants,2000,10,https://coverartarchive.org/release/846c8c38-b9c2-35d1-a1c3-60e174784b5d/front-250
Snow Patrol,When It’s All Over We Still Have to Clear Up,2001,14,https://coverartarchive.org/release/41bec5b0-327b-465c-9ff5-867e4417683c/front-250
Oasis,Heathen Chemistry,2002,11,https://coverartarchive.org/release/22dacc34-e04f-4b9e-97a5-3dedd3b0a56e/front-250
Ride,Tarantula,2001,15,https://coverartarchive.org/release/814d7d55-e0bc-4a8c-a273-23982e6378b9/front-250
Ride,Nowhere,2001,15,https://coverartarchive.org/release/75ca11fb-c9e2-45fd-b73a-c0252d383c79/front-250
Afro Celt Sound System,Volume 3: Further in Time,2001,12,https://coverartarchive.org/release/635da36b-6613-47bc-996c-99df3ade7da8/front-250
Silverchair,Freak Show,2002,13,https://coverartarchive.org/release/101c5898-30e4-4881-86b7-e8efe712c330/front-250
Teenage Fanclub,Howdy!,2000,12,https://coverartarchive.org/release/7c612db8-36d4-400f-a34c-ce65d8ef78d1/front-250
Mixtwitch,Smile for the Money Shot,2002,14,https://coverartarchive.org/release/028d9d9b-db07-4bd3-b16c-6e730d97dab3/front-250
Ride,Going Blank Again,2001,14,https://coverartarchive.org/release/098bd485-25d5-4718-8034-2f74ba8dac84/front-250
Jamiroquai,A Funk Odyssey,2001,10,https://coverartarchive.org/release/18bb423b-bf91-422e-a1c2-c9ed08ea204f/front-250
Coachwhips,Peanut Butter and Jelly Live at the Ginger Minge,2005,10,https://coverartarchive.org/release/1fc4e8e1-cdc4-43a6-b520-4dce95237778/front-250
Mostly Autumn,Passengers,2003,13,https://coverartarchive.org/release/2056821c-ed4c-4db3-a2fb-a3d6c35de7a5/front-250
John Butler Trio,Sunrise Over Sea,2004,13,https://coverartarchive.org/release/37839d30-1f16-438a-84e4-24670ff9a634/front-250
Killing Heidi,Present,2002,15,https://coverartarchive.org/release/b3bb7c13-e044-4b4c-903c-ecae95fd69e3/front-250
Dimmer,I Believe You Are a Star,2001,11,https://coverartarchive.org/release/d8dc4ad0-9cd6-4e21-9b33-4e7afc9dd2d3/front-250
RJD2,Since We Last Spoke,2004,12,https://coverartarchive.org/release/59892b85-2e79-4549-ab7e-2b4fe2bd339d/front-250
Citizens Here and Abroad,Ghosts of Tables and Chairs,2004,10,https://coverartarchive.org/release/2db1285d-72f2-4319-b014-915c94368a3b/front-250
Phish,Farmhouse,2000,12,https://coverartarchive.org/release/6ccc7e75-4f0d-4794-b06b-057a7a6c9b21/front-250
Dimmer,You've Got to Hear the Music,2004,11,https://coverartarchive.org/release/7acc5a24-0cb1-4c6e-995c-de7166ca88f6/front-250
THE ICARUS LINE,Penance Soirée,2004,14,https://coverartarchive.org/release/7f827a3b-dd6f-4e09-bddd-955da6f71593/front-250
Psychonaut,Volume 1,2000,8,https://coverartarchive.org/release/b44b3d0d-6b9d-4ff8-8e80-274cdf3ead59/front-250
Titiyo,Come Along,2001,11,https://coverartarchive.org/release/cd1240c1-c720-491a-b866-45b7f33f4ba5/front-250
Slowhill,Finndisc,2002,10,https://coverartarchive.org/release/b083ce7b-e68e-4b12-bd8e-83bbf147b34d/front-250
Mankind Liberation Front,Automind,2001,13,https://coverartarchive.org/release/b974a633-f3d1-437d-b402-a51baff370f0/front-250
M.I.A.,Arular,2005,12,https://coverartarchive.org/release/c3d10658-391c-4444-baf5-e26492068f96/front-250
Motion Trio,Play-Station,2001,9,https://coverartarchive.org/release/947840a1-e40d-4050-8802-f57a1492498e/front-250
Asian Dub Foundation,Tank,2005,11,https://coverartarchive.org/release/761a55cd-0505-4874-9fdc-bb711e8643c8/front-250
Guano Apes,Walking on a Thin Line,2003,14,https://coverartarchive.org/release/40e7c84f-309b-4d2e-b93c-c9d56f682665/front-250
Guano Apes,Don’t Give Me Names,2000,15,https://coverartarchive.org/release/07090529-0fbf-4bd3-adc4-fe627343976d/front-250
centrozoon,Never Trust the Way You Are,2005,13,https://coverartarchive.org/release/3334258b-f566-4a84-b503-0bb1e7c828e4/front-250
Teddybears,Fresh!,2004,11,https://coverartarchive.org/release/d4ac340b-4bd9-4e69-8d37-e7c5d0f07203/front-250
Tempus,Pirater,2003,10,https://coverartarchive.org/release/4efcf54d-69ea-4d96-8445-2e647c26c608/front-250
Slowhill,Fennika,2005,10,https://coverartarchive.org/release/60c46e3a-fc59-4b39-ba13-de3b3a878fe6/front-250
The Hellacopters,By the Grace of God,2002,13,https://coverartarchive.org/release/3418dea8-6e5b-4162-acc7-027ab6e1c865/front-250
Mercury Rev,The Secret Migration,2005,13,https://coverartarchive.org/release/9ba1f52b-c636-3cfc-b73f-db230063750d/front-250
The Sounds,Living in America,2002,11,https://coverartarchive.org/release/7be70c9c-23e0-4f79-b337-b1e928ad344f/front-250
Jet,Get Born,2003,14,https://coverartarchive.org/release/7f9215b1-19c1-4262-b45f-71a537d0ad81/front-250
Tempus,"Musik, jubel och applåder",2002,15,https://coverartarchive.org/release/bf616140-fce2-4ca3-a5ff-a8932dfec6fa/front-250
The Adicts,Songs of Praise,2001,18,https://coverartarchive.org/release/a3f61bad-f09e-46cc-b2b6-a713c29323a4/front-250
Toy‐Box,Toy Ride,2001,12,https://coverartarchive.org/release/e5a45e0f-4084-492e-adbe-02e4b947eb78/front-250
Various Artists,Free Speech for Sale,2003,34,https://coverartarchive.org/release/cc3c2ceb-877f-428b-93c7-40e137b1282f/front-250
The Hellacopters,High Visibility,2000,13,https://coverartarchive.org/release/fe5f30ba-6b40-47f8-a973-37a852c9cd0f/front-250
Sophie Rimheden,Hi-Fi,2003,11,https://coverartarchive.org/release/8115823d-fc0f-4bd0-9976-89f43e7d9496/front-250
And One,Virgin Superstar,2000,11,https://coverartarchive.org/release/79a17994-6576-418d-a4dc-cfc835e3b59d/front-250
De/Vision,Devolution,2003,10,https://coverartarchive.org/release/119f19b3-f124-4d58-b2c5-52315712a3e1/front-250
Sophie Rimheden,Miss,2004,17,https://coverartarchive.org/release/3ba51d07-32d2-4724-8f20-901c1a944aff/front-250
Severed Heads,Gigapus+,2001,17,https://coverartarchive.org/release/62a1bed5-60ac-4d58-a17f-81286543fe9c/front-250
Interpol,Turn On the Bright Lights,2002,11,https://coverartarchive.org/release/42716f0f-1431-41f4-905c-d576a644dc5d/front-250
Tito & Tarantula,Andalucia,2002,14,https://coverartarchive.org/release/f48fac2e-b754-4dda-b36f-e2c48808a7cc/front-250
Björk,Medúlla,2004,15,https://coverartarchive.org/release/effd4986-0a5f-41fb-afb9-9d7b7b02e577/front-250
Fog,Ether Teeth,2003,11,https://coverartarchive.org/release/f762f5a8-df9b-4f68-909e-7bd8d3a9d660/front-250
Gomez,In Our Gun,2002,13,https://coverartarchive.org/release/4624800f-9076-4cbc-8e88-4b30c0d078c2/front-250
Yes,Time and a Word,2003,12,https://coverartarchive.org/release/2e168b47-644c-4413-bb75-9f397f406031/front-250
The Nadas,Transceiver,2003,12,https://coverartarchive.org/release/3c628062-440b-40fd-bd8f-a9debfd2769e/front-250
Chris Knight,The Jealous Kind,2003,11,https://coverartarchive.org/release/d7275569-0945-4b47-9be3-d39f3a0ab644/front-250
Enya,A Day Without Rain,2000,11,https://coverartarchive.org/release/90a27d7c-9f82-4927-a810-37c8b7d42aee/front-250
Rhapsody of Fire,Power of the Dragonflame,2002,11,https://coverartarchive.org/release/07ee5b58-0185-4b8a-93e6-db2a18a586c7/front-250
Rhapsody of Fire,Rain of a Thousand Flames,2001,7,https://coverartarchive.org/release/879c33c1-fd98-42e2-b899-7c5ae4d7b17e/front-250
The King,Return to Splendor,2000,15,https://coverartarchive.org/release/c2d8c0b0-8743-432f-98ea-e5fd67e67f8f/front-250
John Butler Trio,Three,2002,10,https://coverartarchive.org/release/8c75b01a-8c4c-4a47-bd2a-0cce098cca0b/front-250
Various Artists,The Power and the Passion: A Tribute to Midnight Oil,2001,13,https://coverartarchive.org/release/0f1ae6af-feec-4b7d-a89e-3b0b7e2be3e2/front-250
Limp Bizkit,Significant Other,2000,20,https://coverartarchive.org/release/b2cd051c-2cc8-42d2-9e5d-8ce41a2f133b/front-250
The Broke,UNDERtheNEATH,2003,12,https://coverartarchive.org/release/e8bdf0f9-1ab6-437c-af94-d24830924a9c/front-250
Rhapsody of Fire,Symphony of Enchanted Lands II: The Dark Secret,2004,18,https://coverartarchive.org/release/098306fd-6aed-4441-aaba-c67a06564a25/front-250
Parliament,Osmium,2001,17,https://coverartarchive.org/release/9935d89f-a8dc-4948-ad3b-f13dfff9d11d/front-250
Glenn Danzig,Black Aria,2000,9,https://coverartarchive.org/release/da1d111e-20d3-395b-8068-8c9a0d9b8d97/front-250
Blonde Redhead,Misery Is a Butterfly,2004,11,https://coverartarchive.org/release/06d49e29-8196-4d64-a2b0-0d78825d70d3/front-250
Various Artists,We Will Fall: The Iggy Pop Tribute,2001,20,https://coverartarchive.org/release/41d15d82-afa2-45b2-970b-b54733cffc09/front-250
ANOHNI and the Johnsons,I Am a Bird Now,2005,10,https://coverartarchive.org/release/27877053-2d88-48a1-8f3f-cab6e8c35cbd/front-250
The Smashing Pumpkins,Machina II/The Friends & Enemies of Modern Music,2000,25,https://coverartarchive.org/release/b16a2d0f-ddc2-4cb2-a475-16af2bfb7164/front-250
Sunn O))),3:Flight of the Behemoth,2002,5,https://coverartarchive.org/release/cfc5552b-1b5a-4c37-9a1c-5820be75d80e/front-250
Tracy Chapman,Let It Rain,2002,12,https://coverartarchive.org/release/fa0d9560-3cde-4733-b0e5-5a5bea253027/front-250
Pain of Salvation,Remedy Lane,2002,13,https://coverartarchive.org/release/7d72d3f5-e8a2-4f72-bdc7-f36dcb9a0db8/front-250
Alan Jackson,What I Do,2004,12,https://coverartarchive.org/release/2d3ac01d-7295-4cda-8392-2ccee375119b/front-250
Devin Townsend,Terria,2001,11,https://coverartarchive.org/release/cf3b1e4a-e5ff-4faa-8a28-a3c785903db0/front-250
Leonard Cohen,Ten New Songs,2001,10,https://coverartarchive.org/release/28bb69f0-49b6-4708-9ebb-1de3d2e71e2b/front-250
The Cure,Bloodflowers,2000,10,https://coverartarchive.org/release/9561be0a-8475-4aa8-b92c-a75d80a37ac5/front-250
Massive Attack,100th Window,2003,9,https://coverartarchive.org/release/b0772ff9-34d9-4507-b57c-f97416555dd4/front-250
Lamb,What Sound,2001,11,https://coverartarchive.org/release/874df485-2202-4fc4-bbae-2b7a48444882/front-250
One Dollar Short,Eight Days Away,2002,11,https://coverartarchive.org/release/d9bd2cfd-4cf6-4b63-a140-743c60fb1076/front-250
H-Block 101,Burning With the Times,2001,22,https://coverartarchive.org/release/c90caa31-5b79-46e5-b6b9-317b4e6dd32e/front-250
Brand New,Your Favorite Weapon,2001,12,https://coverartarchive.org/release/9b1068f2-3e58-4fe0-a198-020a5dcbe91e/front-250
After Forever,Invisible Circles,2004,12,https://coverartarchive.org/release/1ce1d580-9daa-4b05-b327-4f1a5b9aa715/front-250
After Forever,Prison of Desire,2000,11,https://coverartarchive.org/release/3b27a16a-1016-4cf9-9c10-51bd0cbf5e8d/front-250
Coral Egan & Alex Cattaneo,The Path of Least Resistance,2003,14,https://coverartarchive.org/release/ffbc7b0e-d871-4e55-8c2b-dc820573877f/front-250
Melissa Auf der Maur,Auf der Maur,2004,13,https://coverartarchive.org/release/5a76399b-cf43-41f5-a3b2-cd8f028854cb/front-250
GALNERYUS,The Flag of Punishment,2003,11,https://coverartarchive.org/release/1f3b16a4-c5c2-4017-b66f-dc904739fd9a/front-250
Brand New,Deja Entendu,2003,11,https://coverartarchive.org/release/825f384f-efcd-475f-b69c-8b618feb88f4/front-250
Jefferson Airplane,Crown of Creation,2003,15,https://coverartarchive.org/release/2c792340-9116-4293-9d4f-e36a313972f8/front-250
Tori Amos,The Beekeeper,2005,21,https://coverartarchive.org/release/14f479f5-88c6-4cbc-8c47-d5e55590ed6f/front-250
Fatboy Slim,Palookaville,2004,12,https://coverartarchive.org/release/935e24bd-0499-4d4c-b7d9-2f65425e371a/front-250
Cursive,Domestica,2000,9,https://coverartarchive.org/release/e973d272-3f35-4b02-82e3-aa43f83031b2/front-250
Aphex Twin,Selected Ambient Works 85–92,2002,13,https://coverartarchive.org/release/3df76f4c-d2df-47d8-8b56-a99c5f925c5d/front-250
Th’ Legendary Shack*Shakers,Believe,2004,12,https://coverartarchive.org/release/afcd261b-1493-4fdd-97c1-44a3a6e53b6c/front-250
Jefferson Airplane,Jefferson Airplane Takes Off,2003,19,https://coverartarchive.org/release/67b00ba5-628c-440f-96b1-3fc438e753aa/front-250
Gus and Frank,I'd Rather Be a Bass Player,2004,12,https://coverartarchive.org/release/431b0d0a-0ceb-4d8f-83a9-5856040c03ec/front-250
One Dollar Short,Receiving Transmission,2004,22,https://coverartarchive.org/release/86af08e9-b9cd-40d3-9f32-31b6781c8ad3/front-250
After Forever,Decipher,2001,11,https://coverartarchive.org/release/589a146a-6d35-437a-8877-946130691f6b/front-250
Richard Thompson,The Old Kit Bag,2003,12,https://coverartarchive.org/release/67df084d-9f3e-4240-be57-14c886058b62/front-250
Magic Sound Fabric,Uplift Drift,2002,9,https://coverartarchive.org/release/16e4b6a4-55ea-43b8-8c02-288d7dd362df/front-250
Zoot Woman,Zoot Woman,2003,10,https://coverartarchive.org/release/1a9aff58-ac4c-45c6-9a5a-bbbea6d35a44/front-250
BT,Movement in Still Life,2000,18,https://coverartarchive.org/release/8f9f6d66-476b-467f-81af-a5b2a3386bca/front-250
J.J. Cale,Troubadour,2005,12,https://coverartarchive.org/release/f9f80cbc-291b-48ab-9abc-4ec7ccbb3d03/front-250
The Loud Family,Attractive Nuisance,2000,12,https://coverartarchive.org/release/f3aacb3f-35a2-4510-898f-891341cdca41/front-250
James McMurtry,Saint Mary of the Woods,2002,10,https://coverartarchive.org/release/64d51cac-b5ac-455d-a72b-2246e46c542a/front-250
倉木麻衣,Secret of my heart,2002,12,https://coverartarchive.org/release/324cc630-b713-45b6-9792-4ed93578224d/front-250
Linkin Park,Hybrid Theory,2001,14,https://coverartarchive.org/release/234bb630-8061-454c-b35d-8f7131f4ff08/front-250
Skinlab,Disembody: The New Flesh,2001,10,https://coverartarchive.org/release/0fb08bbc-a465-4f5a-800d-04ef4acb0c8d/front-250
day after tomorrow,elements,2003,15,https://coverartarchive.org/release/caa0f78b-7d72-4664-8359-1dc361447b89/front-250
Suzanne Vega,Suzanne Vega,2001,10,https://coverartarchive.org/release/c36b3854-04ad-3ed4-83fa-94014cf4d961/front-250
Bad Religion,The Empire Strikes First,2004,14,https://coverartarchive.org/release/19b83723-764d-3c65-a0c9-ce0e08e1bb81/front-250
Apollo Up!,Light the End and Burn It Through,2004,11,https://coverartarchive.org/release/bcb5ebfe-9b4a-4e68-a4a6-0927da8f7716/front-250
The Frames,Burn the Maps,2004,12,https://coverartarchive.org/release/b7672ca3-e0f4-4701-94ad-9dc4c0043b8f/front-250
Mauro Picotto,The Triple Album,2001,47,https://coverartarchive.org/release/59f3813e-d77c-4d35-aac6-063200effa45/front-250
Peter Chilvers,He Wrote This,2001,9,https://coverartarchive.org/release/9a568479-4046-4f51-9f5e-79f2ccf1c7ad/front-250
Mark Knopfler,Sailing to Philadelphia,2000,16,https://coverartarchive.org/release/35b57b13-eb76-4f3a-a29e-f2937d6e5748/front-250
Johnny Cash,American IV: The Man Comes Around,2003,16,https://coverartarchive.org/release/6a4ea9d0-37ae-4c84-9841-c830f43cea49/front-250
Antipop Consortium,Arrhythmia,2002,15,https://coverartarchive.org/release/ffd5d99f-ea2b-487b-81c9-b15c53294508/front-250
Madvillain,Madvillainy,2004,22,https://coverartarchive.org/release/99613aca-d163-3b1b-b627-a9ed9af6f82b/front-250
Ephemera,Sun,2000,12,https://coverartarchive.org/release/fc0f2c73-7703-48cb-b6bc-29f7cb122e7b/front-250
FPM,too,2003,13,https://coverartarchive.org/release/06ef4c30-8004-4fe8-893c-fedd91f191fa/front-250
John Martyn,Solid Air,2000,10,https://coverartarchive.org/release/02249d9d-852f-4847-a8a5-643df033bf62/front-250
My Dying Bride,The Light at the End of the World,2001,9,https://coverartarchive.org/release/8f44ac52-c397-4597-bd67-5fb4054612d7/front-250
Sir Vääs,Hotell Mental,2000,11,https://coverartarchive.org/release/ee769ba3-8cab-4639-8e0b-efb996f05471/front-250
The Notwist,Neon Golden,2002,10,https://coverartarchive.org/release/0e9c6c79-02b7-4111-8c86-e1b173572113/front-250
Cruachan,Pagan,2004,13,https://coverartarchive.org/release/46849225-c50d-4322-9168-47a805e1d229/front-250
No Return,Self Mutilation,2000,11,https://coverartarchive.org/release/45a8bde7-36c5-4f51-b934-b58ed4f43b23/front-250
